-210.37306|79
-99.80832|182
-210.24458|145
-101.090775|73
-246.59892|311
-103.15121|85
-104.363625|83
-51.29503|58
-663.3205|516
-17.533846|47
-4727.0146|10016
-176.31682|89
-242.71185|207
-165.66|127
-173.1405|61
-113.65166|55
-114.94143|58
-116.80914|88
-126.18875|89
-203.98001|113
-28.63418|4
-54.26831|22
-20.370556|14
-936.03156|868
-19.258493|6
-117.233055|26
-48.06845|15
-31.99483|6
-77.48904|19
-18.358873|6
-104.61701|21
-318.22916|70
-229.48856|9
-129.6796|24
-27.956085|9
-15.046418|10
-26.749714|11
-328.22083|11
-44.195522|13
-67.342865|16
-6.6593614|5
-88.23576|213
-42.010693|41
-36.680656|43
-31.162952|22
-60.70194|77
-23.304201|10
-3.1782784|4
-60.07586|48
-75.51479|20
-7.190701|4
-12.222929|5
-2.658312|3
-115.92228|136
-3.400398|1
-2.4032779|4
-23.080109|21
-91.95344|101
-7.4745765|6
-38.61838|44
-154.6023|104
-10.371285|18
-26.170332|107
-4.4622216|32
-13.068907|20
1783.4065|27998
-137.62172|46
-174.36266|1191
-3.3365102|35
-38.486782|69
-29.092808|16
-1.0527241|20
-3.034202|20
-45.576458|48
-16.574604|34
-42.847145|57
-159.72856|77
-22.69067|31
-16.481485|45
-29.670065|62
-135.45915|21
-34.175377|20
-156.74458|15
-87.76044|39
-163.94095|18
-59.084637|25
-4089.1777|2786
-85.18432|21
-234.77705|18
-164.62708|17
-189.38759|22
-151.88412|28
-152.76936|14
-326.63388|104
-106.64477|31
-39.58429|15
-135.782|21
-208.22534|12
-82.88786|22
-78.2564|19
-137.52829|133
-33.005024|8
-76.97374|19
-200.35078|5
-11.012737|1
-5.386499|6
-8.0543375|3
-28.412218|13
-11.454354|4
-291.252|3
-9.4307|5
-94.56816|24
-7.199182|2
-534.519|4
-7.695722|2
-28.393757|12
-20.18235|5
-164.29124|1
-67.22974|94
-25.92994|7
-58.66343|26
19.810373|31
3.9625447|5
14.995901|15
-3.0193877|1
82.81942|40
0.0|0
-1.3110003|1
0.0|0
-2.8446574|9
1.1709156|5
-4.360892|2
-9.475567|2
-1.8694358|1
-27.097641|7
0.0|0
6.0050735|4
-5.706778|1
-4.7163453|1
-0.41505957|6
-3.7503705|8
-16.735176|7
-24.602737|3
-3.2015553|7
-81.12422|82
-3.44143|6
-6.28125|7
-35.589657|51
-822.21857|474
-36.399994|9
-48.717278|56
-193.62866|19
864.87396|384
-55.08545|63
-5.791366|6
-26.14907|9
-4.3074336|6
-38.515347|10
-174.4768|550
-24.353971|11
-33.97425|15
-218.46284|23
-29.00375|15
-37.494267|14
-64.0897|12
-33.272545|12
-21.466837|13
-47.846745|12
-44.496223|16
-74.81442|12
-158.45644|65
-68.58735|37
-98.33126|28
-50.92842|14
-49.694393|20
-32.897648|20
-115.21086|40
-211.17584|63
-76.99025|26
-2734.9543|1815
-40.28624|14
-8.309949|4
-3.470313|2
-9.331075|3
-55.552803|34
-21.726784|5
-264.06308|3
-29.60489|13
-21.015242|16
-171.83405|4
-4.43531|1
-19.275127|6
-6.263381|4
-22.59567|7
-496.87762|5
-19.49124|7
-172.61569|155
-82.4826|72
-45.107594|12
-67.42855|11
-2.7809887|1
-7.01719|2
-9.352215|4
-0.11000001|1
-56.569305|44
-3.3649967|1
-4.111989|2
-7.586375|11
-3.1912708|2
-8.550458|2
-6.4283075|2
-3.159088|2
-27.592617|7
-2.5281715|1
-25.081064|7
-4.3144817|3
-1.4547404|3
-22.589703|13
-1.1794103|1
-1.7267749|1
-31.384687|4
-1.2162093|4
-9.150211|6
-27.781765|83
-30.439545|14
-2.4699476|6
-39.490917|96
-14.09321|8
-16.484907|5
-22.455412|7
-25.808243|12
-97.94504|660
-18.743942|27
-3.857742|8
-12.2373495|16
-466.203|62
-3.2152803|6
-17.670208|26
-9.151861|2
-348.30338|659
-4.9487305|5
-8.249578|7
-50.099873|15
-13.968252|16
-35.57845|11
-90.45747|40
-12.165083|2
331.04654|781
-22.511562|14
-15.931839|14
-16.556656|45
-41.102528|24
-73.56966|17
-14.14351|9
-8.017963|1
-33.961895|13
-22.089342|7
4163.9336|1999
-31.635536|23
-1.7060934|3
-10.203745|3
-10.055692|4
-11.343838|3
-58.343544|110
-6.6366367|2
-7.099182|1
-230.38882|9
-7.5890574|4
-35.91985|14
-8.696613|5
-9.326276|2
-12.258221|1
-28.314592|21
-5.27394|4
-6.3548217|3
-10.13076|1
-240.53882|1
-15.903864|3
-16.379526|15
-12.981434|17
-12.527747|30
-18.126806|3
-11.957349|7
-2.5911293|2
-6.3383727|2
-5.029682|5
-2.998451|3
-10.216289|4
-4.1972127|2
-5.97129|3
-0.36105102|3
-5.771248|2
-10.335268|4
-5.2556796|2
-1.6061774|3
-3.1142666|2
-12.906126|5
-9.650969|14
-3.4577422|3
-43.507072|15
-32.399803|30
-97.58971|11
-6.7639666|2
-144.88873|94
-13.145751|5
-2.4684236|3
-27.1532|32
-10.684614|9
-36.38595|18
33.00982|60
-254.18729|185
-80.39342|13
76.8164|52
1008.6643|675
-199.81056|111
-9.9231|4
-1.8032732|14
-677.4165|29
365.94504|243
-16.909042|18
-160.55836|70
-16.613312|3
-310.59888|193
-23.542774|10
-39.6183|15
-24.15238|7
-9.337337|4
-55.824036|25
-31.849525|4
-74.66252|35
-129.6201|58
-260.55457|55
-71.27392|33
-28.26701|12
-17.739521|2
-8.212727|2
-36.533264|16
-12.631715|6
-24.288183|6
-25.713943|8
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
12.150085|16
-0.1|1
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
-2.7673714|3
-7.4592776|3
-1.6248432|2
-2.3533795|1
-4.686241|3
-2.2685106|1
-1.5715685|2
-14.224494|4
-2.2563794|3
-4.674603|2
-0.7400254|1
-4.792531|2
-8.830841|13
-6.800901|3
-2.8361259|4
-10.263943|2
-10.518264|2
-3.2003088|2
-8.873306|9
-9.818314|3
-40.00923|21
-16.035927|1
-43.861515|32
-0.1|1
2050.4744|713
-0.9182679|27
-6.165526|1
-17.63952|1
-0.2|2
-21.44382|2
-19.536573|2
-0.8413037|2
-0.1|1
-2.8447928|2
-0.1|1
-0.08857805|1
-0.9170561|12
-0.1|1
-10.67191|1
-0.1|1
-21.52291|4
-4.740289|1
-46.38804|6
-17.596954|7
-843.5185|370
-19.369541|7
-28.187834|3
-21.506565|4
-3.400398|1
-17.464174|3
-8.674501|3
-89.28023|33
-28.377102|7
-30.025259|10
-29.419777|4
-19.781551|2
-21.476921|2
-54.62078|21
-22.326609|5
-47.170128|17
-0.50544727|1
-45.700916|62
-0.1|1
1.5863105|1
-0.1|1
0.28531173|1
-2.3225174|1
-0.052038193|7
-1.0136155|1
-1.280515|1
-1.3348048|1
-3.028411|2
-1.5863105|1
-0.33593976|3
-0.1|1
-1.111984|1
-0.24618492|5
-1.3899797|1
-2.2683008|1
-0.1|1
-1.5863105|1
0.0|0
0.0|0
0.0|0
0.0|0
-1.8694358|1
0.0|0
0.0|0
0.0|0
-0.1|1
-2.0622823|1
0.0|0
0.0|0
0.0|0
-0.70559263|3
-0.1|1
0.0|0
-0.1|1
0.0|0
0.0|0
-0.2|2
-0.7775334|2
-0.85949993|2
-0.4|4
-0.1|1
-3.579067|6
-0.2|2
-0.3|3
-0.2|2
-0.69248694|4
-2.4194355|6
-2.8102462|1
-1.3834713|4
103.06739|747
-9.151861|2
-0.2|2
-0.8227896|2
-1.1173867|3
-1.6653261|4
-0.1|1
-38.96243|3
-19.395409|5
-28.18314|6
-99.88064|38
-26.692019|5
-28.629322|8
-48.077427|14
-65.037964|7
-8.315002|2
-44.92055|9
-19.582138|5
-19.740093|6
-38.4357|12
-14.2116165|3
-302.56317|63
-506.00488|233
-40.123417|8
-319.98386|74
-30.624773|5
-49.19212|5
0.0|0
14.792626|26
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
-0.20835258|2
-3.7894595|1
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
0.0|0
