-232.57681|108
-116.69873|67
-165.02567|131
-101.04279|71
-445.12628|381
-124.44875|87
-140.75291|69
-134.33209|67
-299.5115|101
-531.6517|457
-81.63817|62
-127.82485|61
-315.5468|228
-8046.5703|7162
-1487.1665|1210
-166.32907|120
-2517.0732|1854
-122.85972|94
-233.2756|141
-1624.2595|1185
-5.1728797|6
-18.259396|106
-29.386324|29
-33.162636|151
-19.883305|2594
-28.511824|14
-6.0124903|9
-6.431199|13
-3.1333919|5
-108.90232|373
-20.177128|76
-35.82574|85
-10.494663|15
-72.540764|71
-24.331043|21
-5.1552725|33
-6.4877143|6
-15.26|8
-5.425349|9
-8.852163|16
-3.706325|58
4.9087486|50
-1.61479|5
-1.9659996|17
0.38315523|5
-0.073205|1
-62.6955|38
-30.582115|51
2.2681885|19
-2.8914125|24
-0.007315725|2
-3.5350022|22
-56.117844|43
0.0|0
-9.235586|5
-19.3881|8
-51.596455|44
-0.3667158|4
1.7769941|23
-0.20078826|7
-92.477036|181
-87.87189|109
-34.050495|67
-47.779045|116
-38.893997|88
-50.592934|128
-24.139215|68
-35.52166|52
-26.450607|94
3825.7717|27269
-214.9834|995
-30.538454|60
-35.186913|51
-10.912511|413
-25.824518|60
-17.497341|4910
-40.94533|128
-31.975534|63
-111.41724|184
-21.553104|62
-42.2724|12
-31.070433|13
-70.49562|23
-782.01416|335
-2079.064|1619
-107.59309|48
-334.0626|142
-53.94186|29
-48.095905|23
-22.498608|16
-183.32204|83
-1886.5103|865
-42.939064|14
-46.71568|17
-185.17346|84
-60.175804|20
-120.32853|35
-42.523144|14
-45.837616|21
-84.040375|30
-18.452496|9
-31.531532|12
-78.45493|14
-369.3578|267
-81.60124|41
-37.946537|10
-106.94549|63
-22.713997|8
-67.020996|32
-578.35284|418
-65.65359|40
-55.470875|21
-9.495412|3
-15.66054|6
-63.51699|29
-381.35187|319
-10.624124|6
-60.967644|15
-25.891712|17
-211.09024|148
-0.2|2
-0.3|3
-0.1|1
-0.1|1
-0.2|2
-0.161051|1
-1.5175747|18
-0.27655002|3
-0.1|1
-0.2|2
-0.1|1
-0.11000001|1
-0.2|2
-0.1|1
-0.1|1
-1.0404747|12
-0.1|1
-0.2|2
-0.2|2
-0.1|1
-0.1|1
6.1312766|220
-3.8317502|18
-53.873844|808
-1.7262776|14
-5.0051036|36
-37.98563|120
-0.3|5
-17.386864|234
-15.075329|61
-0.781629|2
-2.1335888|7
-0.20886248|1
-3.2540348|6
-0.3|3
-0.1|1
-1.0307674|2
-0.1|1
-2.4935641|33
